sentiment, tweet ,,,,,
1, So now it is reported that after destroying his life &amp; the life of his wonderful family (and many others also) the FBI working in conjunction with the Justice Department has “lost” the records of General Michael Flynn. How convenient. I am strongly considering a Full Pardon!,,,,,
2, Can’t believe they are not going after Schumer for the threats he made to our cherished United States Supreme Court and our two great Justices. If a Republican did that there would be an endless price to pay. Pathetic!,,,,,
0, There will be a News Conference by the CoronaVirus Task Force today at the White House 5 P.M. @VP  We are working closely with the Governors of our Country’s great States which are a very big factor. They are working hard along with us to get the job properly done.....,,,,,
2, ....The USA was never set up for this just look at the catastrophe of the H1N1 Swine Flu (Biden in charge 17000 people lost very late response time) but it soon will be. Great decision to close our China and other borders early. Saved many lives!,,,,,
1, We are doing very precise Medical Screenings at our airports. Pardon the interruptions and delays we are moving as quickly as possible but it is very important that we be vigilant and careful. We must get it right. Safety first!,,,,,
1, I am watching a great and beautiful service by Pastor Jentezen Franklin. Thank you! @Jentezen,,,,,
2, TODAY IS A NATIONAL DAY OF PRAYER. GOD BLESS EVERYONE!,,,,,
2, Great Job by Judicial Watch. Potentially a treasure trove. Too bad you are not given more help but it will all work out! https://t.co/rTYq9YCj2Q,,,,,
1, This took place in the Rose Garden just coming out of a cold Winter! https://t.co/bjHEC9zZkC,,,,,
2, RT @realDonaldTrump: To unleash the full power of the Federal Government in this effort today I am officially declaring a National Emergen…,,,,,
1, RT @Jim_Jordan: Real leadership:-Working with the private sector for solutions-Launching a screening website-Initiating drive-thru test…,,,,,
1, RT @realDonaldTrump: We will remove or eliminate every obstacle necessary to deliver our people the care they need. No resource will be spa…,,,,,
2, RT @realDonaldTrump: At my request effective midnight tonight Carnival Royal Caribbean Norwegian and MSC have all agreed to suspend ou…,,,,,
2, RT @realDonaldTrump: Americans are the strongest and most resilient people on earth...We will remove or eliminate every obstacle necessary…,,,,,
1, RT @realDonaldTrump: To those families and citizens who are worried and concerned for themselves and their loved ones I want you to know t…,,,,,
1, Amazing how the Fake News never covers this. No Interest on Student Loans. The Dems are just talk! https://t.co/IexVDSYosP,,,,,
1, Thank you Sara. Keep writing great talent! https://t.co/ZMYHzicBcR,,,,,
2, Thank you! https://t.co/fVGdP2Vxt8,,,,,
1, https://t.co/XVPCplTDQn,,,,,
2, Tomorrow I have called for a National Day of Prayer. I will be tuning in to Pastor @Jentezen at the @FreeChapel Church in Gainesville Georgia at 11:00 AM EDT. God Bless the USA! https://t.co/mWYWOGJ1ye https://t.co/EWcHzEjFLH,,,,,
1, The @CDCgov has published guidelines on https://t.co/p9j7kZsD7b to enable every American to respond to this epidemic and to protect themselves their families and their communities.,,,,,
1, Just had a nice conversation with Prime Minister @JustinTrudeau of Canada. Great to hear that his wonderful wife Sophie is doing very well. The United States and Canada will continue to coordinate closely together on COVID-19.,,,,,
1, https://t.co/121KaqlSJQ,,,,,
1, COVID-19 UPDATE https://t.co/xzSHlNiS9K,,,,,
1, THE UNITED STATES LOVES ITALY! https://t.co/DESUJ4QM41,,,,,
2, Just finished a meeting on Covid-19 in the Situation Room news conference coming up shortly. https://t.co/JaNDpyMWjL https://t.co/x9lSEXjnea,,,,,
1, News Conference at White House in 10 minutes.,,,,,
1, SOCIAL DISTANCING!,,,,,
2, Attending meetings on Covid-19 in the White House. Working with States and local governments many of whom have done a great job. Full report latter!,,,,,
1, BIGGEST STOCK MARKET RISE IN HISTORY YESTERDAY!,,,,,
1, Larry I am not surprised that Candace was great. I would only be surprised if she wasn’t great! https://t.co/6DQJf9v9dX,,,,,
2, RT @larryelder: Introducing keynote speaker Candace Owens for the Jewish Republican Alliance Woodland Hills California.#BLEXIT#JEXIT h…,,,,,
2, RT @larryelder: “Andrew Gillum apologizes after being found 'inebriated' in hotel room where police say man was treated for 'possible drug…,,,,,
2, RT @RealCandaceO: LMAO. Bags of a crystal meth nudity and puking... to help a friend after a wedding while you were too inebriated to tal…,,,,,
2, RT @RealCandaceO: Good news on the coronavirus you won’t find anywhere else:-China has closed down its last coronavirus hospital. Not eno…,,,,,
0, RT @RealCandaceO: LET’S GO AMERICA🇺🇸! After 2 years of fighting and challenging the status quo— I finally wrote it. The book Democrats do…,,,,,
2, RT @RealCandaceO: Here is the last page of the report which sites the crystal meth. Guess Florida made the right move electing Governor D…,,,,,
1, Good teamwork between Republicans &amp; Democrats as the House passes the big CoronaVirus Relief Bill. People really pulled together. Nice to see!,,,,,
1," RT @GOPChairwoman: .@realDonaldTrump's emergency declaration allows for a ""massive mobilization of our country's resources to combat this t…",,,,,
2, RT @GOPChairwoman: POTUS was right to restrict travel from China in January and now there is more evidence that @realDonaldTrump made the…,,,,,
0, RT @GOPChairwoman: The @realDonaldTrump administration’s coronavirus response has delivered “innovative solutions…at unprecedented speed.”…,,,,,
2, RT @brithume: Boy this is embarrassing.,,,,,
1, RT @GOP: “President @realDonaldTrump took decisive action to put the health of the American people first.“ -@Mike_Pence https://t.co/7ahz70…,,,,,
1, RT @kayleighmcenany: When Joe Biden was in charge of the H1N1 Swine Flu epidemic this happened in America:60.8 MILLION infected 27430…,,,,,
2, RT @TeamTrump: MUST READ: Joe Biden Plagiarizes President @realDonaldTrump’s #Coronavirus Plan!https://t.co/nr5uEjOJUt,,,,,
1," RT @AndrewHClark: Oh no! CNN's reporter just called it the ""Wuhan virus"" and added ""which originated as we know in Wuhan China."" Someo…",,,,,
1, RT @kayleighmcenany: Joe Biden just lied saying coronavirus tests should be in the millions not thousands. Has anyone told Joe that 1 m…,,,,,
2, RT @SaraCarterDC: Trump Declares National Emergency Over Coronavirus Solutions Spur Wall Street Rally Incredible what can be done w/ rig…,,,,,
1, To those families and citizens who are worried and concerned for themselves and their loved ones I want you to know that your Federal Government will unleash every authority resource and tool at its disposal to safeguard the lives and health of our people. https://t.co/uVDY12vXAM,,,,,
1, ....the Secretary of the Treasury and the Secretary of Labor to issue regulations that will provide flexibility so that in no way will Small Businesses be hurt. I encourage all Republicans and Democrats to come together and VOTE YES! I will always put....,,,,,
2, ....the health and well-being of American families FIRST. Look forward to signing the final Bill ASAP!,,,,,
1, I fully support H.R. 6201: Families First CoronaVirus Response Act which will be voted on in the House this evening. This Bill will follow my direction for free CoronaVirus tests and paid sick leave for our impacted American workers. I have directed....,,,,,
1, Americans are the strongest and most resilient people on earth...We will remove or eliminate every obstacle necessary to deliver our people the care that they need and that they are entitled to. No resource will be spared. https://t.co/gySUqewd4u,,,,,
2," RT @WhiteHouse: ""The spirit and the will of our nation is unbreakable. We will defeat this threat. When America is tested America rises to…",,,,,
1, RT @WhiteHouse: Today's emergency orders will allow the @HHSgov Secretary to waive applicable rules and regulations to give doctors hospit…,,,,,
1, ....No matter where you may be I encourage you to turn towards prayer in an act of faith. Together we will easily PREVAIL!,,,,,
2, It is my great honor to declare Sunday March 15th as a National Day of Prayer. We are a Country that throughout our history has looked to God for protection and strength in times like these....,,,,,
1, At my request effective midnight tonight Carnival Royal Caribbean Norwegian and MSC have all agreed to suspend outbound cruises for thirty days. It is a great and important industry – it will be kept that way!,,,,,
2, We will remove or eliminate every obstacle necessary to deliver our people the care they need. No resource will be spared! https://t.co/KcDZ9YoXZE,,,,,
0, To unleash the full power of the Federal Government in this effort today I am officially declaring a National Emergency. https://t.co/yu2GBcxWD6,,,,,
1, RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/D975UkADhj,,,,,
0, I will be having a news conference today at 3:00 P.M. The White House. Topic: CoronaVirus!,,,,,
1, To this point and because we have had a very strong border policy we have had 40 deaths related to CoronaVirus. If we had weak or open borders that number would be many times higher!,,,,,
1, The Federal Reserve must FINALLY lower the Fed Rate to something comparable to their competitor Central Banks. Jay Powell and group are putting us at a decided economic &amp; physiological disadvantage. Should never have been this way. Also STIMULATE!,,,,,
1, If you want to get money into the hands of people quickly &amp; efficiently let them have the full money that they earned APPROVE A PAYROLL TAX CUT until the end of the year December 31. Then you are doing something that is really meaningful. Only that will make a big difference!,,,,,
2, RT @GOPChairwoman: Joe Biden has no ground to stand on politicizing coronavirus or attacking @realDonaldTrump.https://t.co/ps7dKDuPtg,,,,,
2, .... Their response to H1N1 Swine Flu was a full scale disaster with thousands dying and nothing meaningful done to fix the testing problem until now. The changes have been made and testing will soon happen on a very large scale basis. All Red Tape has been cut ready to go!,,,,,
0, For decades the @CDCgov looked at and studied  its testing system but did nothing about it. It would always be inadequate and slow for a large scale pandemic but a pandemic would never happen they hoped. President Obama made changes that only complicated things further.....,,,,,
1, RT @SenJohnBarrasso: Outrageous. @SenatorFischer’s bill will save lives.,,,,,
2, RT @SenatorFischer: Today the Senate could have passed my bill w/ @SenatorSinema to address the shortage of respirators during this #COVID1…,,,,,
2, “The Obama White House had to immediately issue an apology for Joe Biden’s remarks and any alarm that he might have caused an alarm about a Swine Flu outbreak that took 6 months for President Obama to declare a National Emergency and that killed 12000 Americans.” @LouDobbs,,,,,
1, Sleepy Joe Biden was in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best with fast action of border closings &amp; a 78% Approval Rating the highest on record. His was lowest!,,,,,
1, Just had a great conversation with Prime Minister Abe of Japan. I told him that the just completed Olympic venue is magnificent. He has done an incredible job one that will make him very proud. Good things will happen for Japan and their great Prime Minister. Lots of options!,,,,,
2, RT @CaitrionaPerry: All schools colleges and childcare facilities to close from tomorrow says Taoiseach @LeoVaradkar in an address to the…,,,,,
1, RT @USATODAY: Viking Cruises cancels all cruises until May 1 due to coronavirus pandemic https://t.co/EGiOedfQx9,,,,,
1, RT @PrincessCruises: We have always been dedicated to one truth: the health safety &amp; well-being of our guests teammates &amp; communities w…,,,,,
2, RT @BW: This German biotech company has made kits with 4 million coronavirus tests since the outbreak began https://t.co/KQczW0srBr,,,,,
2, RT @SenateGOP: We're ALL in this together.And we can ALL do our part to help stop the spread of coronavirus.⬇️ Here's how ⬇️ https://t.…,,,,,
2, 108 countries are dealing with the CoronaVirus problem some of which we are helping!,,,,,
1, KEEPING THE WORKPLACE SAFE ENCOURAGE YOUR EMPLOYEES TO.... https://t.co/Fgt0HTv2KU,,,,,
2, KEEPING COMMERCIAL ESTABLISHMENTS SAFE ENCOURAGE YOUR EMPLOYEES AND CUSTOMERS TO.... https://t.co/Fxx6DlHmPf,,,,,
1, KEEPING THE SCHOOL SAFE ENCOURAGE YOUR FACULTY STAFF AND STUDENTS TO.... https://t.co/mfLgNN3b19,,,,,
2, KEEPING THE HOME SAFE ENCOURAGE YOUR FAMILY MEMBERS TO.... https://t.co/2hUQuUvGQb,,,,,
1, Many Republican Senators want me to Veto the FISA Bill until we find out what led to and happened with the illegal attempted “coup” of the duly elected President of the United States and others!,,,,,
2, RT @realDonaldTrump: “Nancy Pelosi all of a sudden doesn’t like the payroll tax cut but when Obama proposed it she thought it was a brilli…,,,,,
2," RT @TwitterMoments: The NBA has suspended the season ""until further notice” after a Utah Jazz player preliminarily tested positive for coro…",,,,,
2, RT @CDCemergency: Develop a plan for home-based actions. Choose a room in your home that can be used to separate sick household members fro…,,,,,
1, RT @CDCgov: Everyone can help prevent the spread of #COVID19. Call your doctor if you develop symptoms have been in close contact with a p…,,,,,
1, RT @CDCgov: Clean hands keep you healthy and can stop germs from spreading to others. What you need to know about handwashing: https://t.co…,,,,,
2, RT @CDCtravel: #CDCTRAVELNOTICE: #Coronavirus in most of #Europe. CDC recommends avoiding all nonessential travel to most of Europe. More i…,,,,,
2, RT @SeemaCMS: .@CMSGov has taken additional actions to ensure #Medicare-participating hospital emergency departments continue to implement…,,,,,
1, RT @SeemaCMS: .@CMSGov has issued additional guidance about telehealth benefits in #Medicare to ensure beneficiaries are aware of accessibl…,,,,,
2, RT @SeemaCMS: .@CMSGov has expanded its guidance to nursing homes on how facilities should monitor limit or restrict visitors &amp; staff w/ p…,,,,,
2, RT @SeemaCMS: Thank you @Humana for your dedication to public health and safety as we work to stop #COVID19.,,,,,
1, RT @SeemaCMS: Thanks @UnitedHealthGrp for helping ensure your communities have coverage for the #COVID19 testing and treatment they need.,,,,,
0, RT @SeemaCMS: No federal approval is needed for state #Medicaid programs to reimburse for telemedicine services the same way that states p…,,,,,
1, RT @SeemaCMS: To ensure individuals who may be impacted by #COVID19 have access to care @CMSGov is encouraging states to utilize existing…,,,,,
0, RT @SecAzar: Here are some simple steps that every American and community can take to help decrease the spread of the #coronavirus at work…,,,,,
1, RT @HHSGov: Watch this video to learn how you can help prevent the spread of respiratory diseases like the novel #coronavirus (#COVID19). T…,,,,,
2, RT @NIHDirector: How can the structure of a spike protein found on #coronavirus responsible for the #COVID-19 #outbreak help in its diagnos…,,,,,
2, RT @CDCgov: Join CDC for a Twitter Q&amp;A on #COVID19. CDC Deputy Director for Infectious Diseases Dr. Jay Butler will answer questions abou…,,,,,
0, RT @CDCgov: #Childcare Programs: Plan &amp; prepare for #COVID19 in your community:• Review update &amp; implement emergency operations plans for…,,,,,
2, RT @CDCgov: Older adults &amp; people with a severe chronic medical condition: Prepare in advance for the possibility of a #COVID19 outbreak in…,,,,,
2, RT @ChadPergram: Trump says SBA will provide capital/liquidity to firms impacted by coronavirus. Will provide low interest loans,,,,,
1, RT @JenniferJJacobs: Trump’s new coronavirus travel prohibitions will not apply to the trade and cargo that flow between Europe and the Uni…,,,,,
2, RT @NBCNewsNow: JUST IN: US Supreme Court: Trump admin. can continue its practice of returning asylum seekers to Mexico along the entire so…,,,,,
1, RT @ScottGottliebMD: Governments across the U.S. need to follow the lead of the business community and impose tougher restrictions in order…,,,,,
1, RT @ScottGottliebMD: We’ll get through this. It’ll end. We have two hard months ahead of us. We need to sacrifice some of the trappings of…,,,,,
1, RT @ScottGottliebMD: We updated our data on total #coronavirus testing capacity in U.S. Remember our figures for total capacity do not ref…,,,,,
0, RT @ScottGottliebMD: From @FaceTheNation on #COVID19. The next few months will be hard. We'll get through this. Ultimately we'll have a tre…,,,,,
2, “Nancy Pelosi all of a sudden doesn’t like the payroll tax cut but when Obama proposed it she thought it was a brilliant thing that all of the working families would benefit from because if you get a paycheck you’re going to take home more money.” @kilmeade @foxandfriends,,,,,
1, RT @charliekirk11: Facts:Federal tax dollars will no longer go to sanctuary states or cities that harbor criminal illegal aliensIf a pr…,,,,,
1," RT @JonathanTurley: Schumer's threat to the Court that ""you will pay the price"" is a direct attack on the integrity of our courts. I critic…",,,,,
2," RT @flightcrew: MUST WATCH!! Best Trump Ad Ever!! 📺""FIGHTER"" Starts Airing TODAY Nationwide!! @realDonaldTrump https://t.co/8KC2Qzg492",,,,,
1, RT @RyanAFournier: 77% of Americans are confident in the Trump Administration’s ability to handle the coronavirus.Just 58% of Americans w…,,,,,
1, Hoping to get the payroll tax cut approved by both Republicans and Democrats and please remember very important for all countries &amp; businesses to know that trade will in no way be affected by the 30-day restriction on travel from Europe. The restriction stops people not goods.,,,,,
1, https://t.co/YioC9eARdP,,,,,
2, The Media should view this as a time of unity and strength. We have a common enemy actually an enemy of the World the CoronaVirus. We must beat it as quickly and safely as possible. There is nothing more important to me than the life &amp; safety of the United States!,,,,,
0, I will be addressing the Nation this evening at 9:00 P.M. (Eastern) from the Oval Office.,,,,,
2, I am fully prepared to use the full power of the Federal Government to deal with our current challenge of the CoronaVirus!,,,,,
1, I want to thank all of our Great Government officials on the CoronaVirus Task Force who are working around the clock in response to the CoronaVirus. Continue to check https://t.co/boZM2NePJW for updates and follow all recommendations that are available....,,,,,
1, ....We have the greatest healthcare system experts scientists and doctors anywhere in the world. Together we will PREVAIL!,,,,,
0, ....Together we are putting into policy a plan to prevent detect treat and create a vaccine against CoronaVirus to save lives in America and the world. America will get it done!,,,,,
2, America is the Greatest Country in the world. We have the best scientists doctors nurses and health care professionals. They are amazing people who do phenomenal things every day....,,,,,
1, Someone needs to tell the Democrats in Congress that CoronaVirus doesn’t care what party you are in. We need to protect ALL Americans!,,,,,
2, RT @Mike_Pence: I'm pleased to report that at President @realDonaldTrump's request all the insurance companies at the @WhiteHouse today ag…,,,,,
2, Vanity Fair Magazine which will soon be out of business and their third rate Fake reporters who make up sources which don’t exist wrote yet another phony &amp; boring hit piece. The facts are just the opposite. Our team is doing a great job with CoronaVirus!,,,,,
0, RT @TeamTrump: Vice President @Mike_Pence: We would be in a very different place if President @realDonaldTrump did not suspend all travel f…,,,,,
0, Thank you Gavin. Team is doing a great job! https://t.co/gMeoMXT5Fe,,,,,
0, RT @WhiteHouse: Earlier today President @realDonaldTrump and the Vice President met with executives from America’s largest health insuranc…,,,,,
2, RT @IvankaTrump: Congratulations General Keane on receiving our nation’s highest civilian honor the Presidential Medal of Freedom. Thank…,,,,,
1, RT @GOPChairwoman: It does not matter which career politician Democrats nominate.@realDonaldTrump just scored big wins in MISSOURI and MI…,,,,,
2, RT @WhiteHouse: One of President @realDonaldTrump's top priorities is making sure that hourly wage workers have the flexibility they need i…,,,,,
1, RT @GOPChairwoman: Congratulations @realDonaldTrump on winning the MICHIGAN primary!For years I watched the Democrat Party fail my state…,,,,,
0, RT @GOPChairwoman: Michigan helped put @realDonaldTrump over the top in 2016 and we are seeing record-breaking enthusiasm for him tonight…,,,,,
2, RT @EricTrump: With 99% reporting in Michigan @realDonaldTrump has 637000+ votes absolutely crushing previous Republican and Democrat  i…,,,,,
1, RT @GOPChairwoman: With 100% Reporting in Missouri @realDonaldTrump (299K) received over FOUR TIMES the number of votes President Obama (6…,,,,,
1, THANK YOU IDAHO! #KAG2020 https://t.co/aNhwiYsx96,,,,,
0, Pocahontas working in conjunction with the Democrat Party totally destroyed the campaign of Bernie Sanders. If she would have quit 3 days earlier Sanders would have beaten Biden in a route it wouldn’t even have been close. They also got two other losers to support Sleepy Joe!,,,,,
0, THANK YOU WASHINGTON! #KAG2020 https://t.co/h04VbW71TH,,,,,
0, THANK YOU NORTH DAKOTA! #KAG2020 https://t.co/fOPyY03iyh,,,,,
2, ....(which is under siege) is strong on Crime and the Border and truly LOVES our Military and our Vets. He will be a great Senator for the people of Alabama. Coach Tommy Tuberville a winner has my Complete and Total Endorsement. I love Alabama!,,,,,
2, Tommy Tuberville (@TTuberville) is running for the U.S. Senate from the Great State of Alabama. Tommy was a terrific head football coach at Auburn University. He is a REAL LEADER who will never let MAGA/KAG or our Country down! Tommy will protect your Second Amendment....,,,,,
0, THANK YOU MICHIGAN! #KAG2020 https://t.co/9Ibuma0JfP,,,,,
0, THANK YOU MISSOURI! #KAG2020 https://t.co/FH7NcIPqDp,,,,,
0, THANK YOU MISSISSIPPI! #KAG2020 https://t.co/r4DRnssHya,,,,,
2, Best unemployment numbers in the history of our Country. Best employment number EVER almost 160 million people working right now. Vote Republican unless you want to see these numbers obliterated!,,,,,
2, If you like automobiles how can you vote for a Democrat who all want to get rid of cars as quickly as possible especially if they are powered by gasoline. Remember also no more than one car per family. I on the other hand have new plants being built all over Michigan Plus!,,,,,
2, If you like automobils how can you vote for a Democrat who all want to get rid of cars as quickly as possible especially if they are powered by gasoline. Remember also no more than one car per family. I on the other hand have new plants being built all over Michigan Plus!,,,,,
1, Great meeting on Capitol Hill with the @SenateGOP! https://t.co/eNB8zMRCup,,,,,
2, Thank you @SenateGOP! https://t.co/XysOvXbTMF,,,,,
1, RT @Mike_Pence: Keep yourself and those around you safe from the Coronavirus: https://t.co/XHz9BWzxq0,,,,,
2, RT @realDonaldTrump: THANK YOU Jim for your incredible support of our #MAGA Agenda! You are a tremendous Senator for the people of the Gr…,,,,,
2, RT @realDonaldTrump: Congressman @StevenPalazzo is doing a fantastic job for the people of Mississippi. He strongly supports our #MAGA Agen…,,,,,
0, RT @realDonaldTrump: Congressman Michael Guest (@GuestCongress) is an incredible fighter for the Great State of Mississippi. Michael is str…,,,,,
1, Ronald Reagan’s great economist the recipient of the Presidential Medal of Freedom has just said great things about a Payroll Tax Cut!,,,,,
0, Our CoronaVirus Team has been doing a great job. Even Democrat governors have been VERY complimentary!,,,,,
1, Nancy Pelosi just said “I don’t know if we can be ready this week.” In other words it’s off to vacation for the Do Nothing Democrats. That’s been the story with them for 1 1/2 years!,,,,,
0, There is another Russia Russia Russia meeting today. It is headed up by corrupt politician Adam “Shifty” Schiff so I wouldn’t expect too much! @DHS_Wolf,,,,,
2, The Federal Reserve must be a leader not a very late follower which it has been!,,,,,
0, Our pathetic slow moving Federal Reserve headed by Jay Powell who raised rates too fast and lowered too late should get our Fed Rate down to the levels of our competitor nations. They now have as much as a two point advantage with even bigger currency help. Also stimulate!,,,,,
1, Well deserved Jack. A great honor! https://t.co/Pb5aYSYNMP,,,,,
1, True with number 1 being more important! https://t.co/OwJf9vAdHQ,,,,,
2, Going to be a BAD day for Crazy Bernie!,,,,,
1, Polls say they BOTH lose to “Trump”. https://t.co/2AY4LZd8Zz,,,,,
0, Wow! @foxandfriends blew away the competition of Morning Joke (which did very poorly) on MSDNC (Another Comcast sleaze production) and @CNN’s New Day in the Morning Television Ratings. A total blowout but that’s what you get when you treat “Trump” fairly!,,,,,
2, RT @charliekirk11: This is your daily reminder that it took Barack Obama until October of 2009 to declare Swine Flu a National Health Emerg…,,,,,
2, Going up fast. We need the Wall more than ever! https://t.co/7TxErJKAgT,,,,,
2, RT @charliekirk11: It has been an honor of a lifetime to have a front row seat as this president made history the last 3 yearsThis book i…,,,,,
2, RT @DrJillStein: Biden's team won't let him do interviews. He made 2 short teleprompter speeches in Missouri this weekend &amp; both generated…,,,,,
1, Fake News!! https://t.co/BG62YbD7Fw,,,,,
1, RT @alx: .@trish_regan didn’t say Coronavirus is a scam.. she’s talking about how Democrats are blaming Trump for it.,,,,,
1, Oklahoma Vote for your GREAT Senator Today. Nobody better than Jim! https://t.co/nYoLaM5Peu,,,,,
1, RT @WhiteHouse: LIVE: Members of the Coronavirus Task Force Hold a Press Briefing https://t.co/QkF20ooYl5,,,,,
2, THANK YOU Jim for your incredible support of our #MAGA Agenda! You are a tremendous Senator for the people of the Great State of Oklahoma and you have my Complete and Total Endorsement! https://t.co/yx3e1tmjCM,,,,,
2, Congressman @StevenPalazzo is doing a fantastic job for the people of Mississippi. He strongly supports our #MAGA Agenda. Steven will continue to protect your #2A &amp; Support our INCREDIBLE Vets &amp; Military. Steven has my Complete Endorsement. VOTE for Steven tomorrow March 10th!,,,,,
0, Congressman Michael Guest (@GuestCongress) is an incredible fighter for the Great State of Mississippi. Michael is strong on Crime and the Border he loves our Military and Vets. Michael has my Complete and Total Endorsement! Get out and Vote for Michael tomorrow March 10th!,,,,,
2, So last year 37000 Americans died from the common Flu. It averages between 27000 and 70000 per year. Nothing is shut down life &amp; the economy go on. At this moment there are 546 confirmed cases of CoronaVirus with 22 deaths. Think about that!,,,,,
1, Saudi Arabia and Russia are arguing over the price and flow of oil. That and the Fake News is the reason for the market drop!,,,,,
0, Good for the consumer gasoline prices coming down!,,,,,
1, So much FAKE NEWS!,,,,,
2, The BEST decision made was the toughest of them all - which saved many lives. Our VERY early decision to stop travel to and from certain parts of the world!,,,,,
2, Great job being done by the @VP and the CoronaVirus Task Force. Thank you!,,,,,
1, The Obama/Biden Administration is the most corrupt Administration in the history of our Country!,,,,,
2, “Trump has outmastered the Deep State. He’s light years ahead of us.” MSDNC. I disagree. We have a long way to go. There are still some very bad sick people in our government - people who do not love our Country (In fact they hate our Country!).,,,,,
2, Now the Democrats are trying to smear Bernie with Russia Russia Russia. They are driving him Crazy!,,,,,
2," RT @atrupar: Here's Surgeon General Jerome Adams telling Jake Tapper that President Trump ""sleeps less than I do and he's healthier than wh…",,,,,
0, Elizabeth “Pocahontas” Warren singlehandedly destroyed the Bernie Sanders campaign by stripping voters away from his count on Super T. He lost states that he easily would have won if she had dropped out 3 days earlier. The DNC is doing it to Bernie again! Will he ever get angry?,,,,,
2, Cryin’ Chuck Schumer said “You will pay the price for this. You won’t know what HIT YOU.” That is far beyond simple rhetoric. That is a physical threat or at least a threat that you better vote for us.” Trouble ahead!,,,,,
1, The Fake News Media and their partner the Democrat Party is doing everything within its semi-considerable power (it used to be greater!) to inflame the CoronaVirus situation far beyond what the facts would warrant. Surgeon General “The risk is low to the average American.”,,,,,
0, RT @charliekirk11: Mitt Romney may block a subpoena to investigate Hunter Biden &amp; BurismaHe says the investigation “looks political”...…,,,,,
0, RT @charliekirk11: Wow:What an amazing swing through the South for The #MAGADoctrine todayWe totally sold out in Vero beach!The respo…,,,,,
1, RT @charliekirk11: This is your daily reminder that New York City released an illegal alien charged with the rape of a 13 year old girlTh…,,,,,
0, RT @charliekirk11: Wow:The MAGA Doctrine started and ended the week at #1 on Amazon’s best seller list!The outpouring of support for th…,,,,,
0, RT @charliekirk11: I finally agree with Joe Biden on something!He’s exactly right—If we don’t want 4 years of this we can only re-elect…,,,,,
2, RT @charliekirk11: Hunter Biden &amp; @DonaldJTrumpJr should debate to see who is really grifting off their dad’s time in officeHunter is a 5…,,,,,
1, RT @charliekirk11: Let me get this straight:Democrats and the mainstream media are trying to incite panic over the Coronavirus...Yet th…,,,,,
1, A great book support Charlie BUY IT!  Already Number One. https://t.co/fG7YXOCk9R,,,,,
2," RT @CurtisHouck: Video: @MZHemingway and @BretBaier just WRECKED the liberal media narrative about Russia throwing '16 to Trump. Baier: ""So…",,,,,
1, RT @DanScavino: The video was NOT manipulated.,,,,,
2, RT @DrPaulGosar: If you live in Arizona and you want to sign your favorite candidate’s petition for the 2020 election ballot:CLICK HERE➡️…,,,,,
0, RT @DrPaulGosar: Also. There seems to be a Leftist trope that the Covid19 is a “hoax.”   You do a disservice by spreading fake information.…,,,,,
1, RT @gen_jackkeane: I am honored and overwhelmed by President Trump’s decision to award the Medal of Freedom. I lived a military life among…,,,,,
2, RT @kimguilfoyle: Best President ever! Thank you @realDonaldTrump 🇺🇸#KAG2020 #MAGA,,,,,
0, RT @josedeynes: @PalmerReport @realDonaldTrump The President has a duty to protect the American people from two equally dangerous threats:…,,,,,
0, Working hard Lori! https://t.co/awBZuXrLHg,,,,,
2, There are no mixed messages only political weaponization by people like you and your brother Fredo! https://t.co/NqH4pHfuwt,,,,,
1, RT @thedailybeast: Surgeon General Jerome Adams used his comments to downplay the risk of coronavirus to the president https://t.co/PA6a3Dv…,,,,,
1, Who knows what this means but it sounds good to me! https://t.co/rQVA4ER0PV,,,,,
1, The New York Times is an embarrassment to journalism. They were a dead paper before I went into politics and they will be a dead paper after I leave which will be in 5 years. Fake News is the Enemy of the people!,,,,,
1, We have a perfectly coordinated and fine tuned plan at the White House for our attack on CoronaVirus. We moved VERY early to close borders to certain areas which was a Godsend. V.P. is doing a great job. The Fake News Media is doing everything possible to make us look bad. Sad!,,,,,
1, Thank you @SenatorTimScott!https://t.co/7Sp0mj1AL0,,,,,
2, RT @DanScavino: Sleepy Joe💤in St. Louis Missouri today:“We can only re-elect @realDonaldTrump.”#KAG2020LandslideVictory🇺🇸 https://t.co…,,,,,
2, .....least 5 States &amp; the Nomination. Did the DNC &amp; Dems tell Elizabeth Warren to wait? If so they were deadly the race would have been over &amp; Bernie would have won. Dirty double dealing? Nobody knows for sure &amp; history will be the judge. But I say here we go AGAIN Bernie!,,,,,
0, We have now learned for sure that the Democrats don’t want anything to do with Crazy Bernie. Rigged? First @amyklobuchar &amp; @PeteButtigieg quit the race &amp; come out for Sleepy Joe BEFORE Super Tuesday. Pocahontas says NO &amp; quits race AFTER ELECTION thereby depriving Bernie of at..,,,,,
2, RT @WhiteHouse: President @realDonaldTrump signed the $8.3 billion funding bill to combat Coronavirus and defend the health and safety of t…,,,,,
0, RT @realDonaldTrump: Thank you @GovBillLee and @MariaLeeTN. My Administration will always be there for the Great People of Tennessee. Toget…,,,,,
1, RT @seanhannity: @realdonaldTrump  Donates His Quarterly Salary to Help Fight Coronavirus Find Vaccine https://t.co/k6ihTvlKls,,,,,
2, RT @GOPChairwoman: The economic boom continues!273K jobs added in February 7M+ jobs added since @realDonaldTrump was electedUnemploym…,,,,,
